epoch,train_L_total,train_L_rgb,train_L_depth,val_L_total,val_L_rgb,val_L_depth,train_steps,val_steps,train_seconds,val_seconds,train_it_per_s,val_it_per_s,psf_peak_mean,psf_peak_min,psf_peak_max,psf_center_3x3_mass_mean,psf_entropy_mean,psf_second_moment_mean,psf_outside_center21_max_mean,psf_edge_energy_mean,quantization_reg
21,0.14763431887476072,0.029387575349417227,0.0044388903016165165,0.2078919074932734,0.03952725827693939,0.0064375183591619135,1334,150,416.63149961130694,19.79326592385769,3.201870240835234,7.578335004290446,0.11615187674760818,0.030156195163726807,0.2854626476764679,0.3085841238498688,6.124063968658447,1647.7607421875,0.0010959733044728637,0.08702132850885391,0.0005846153846153846
22,0.14483733758654282,0.029753305140821293,0.0042625054045275935,0.17227524235844613,0.03243737433726589,0.005366088635055348,1334,150,416.80521003808826,19.8805524231866,3.200535808748881,7.545061968451926,0.11579486727714539,0.0308943260461092,0.29002925753593445,0.3043583631515503,6.175808429718018,1597.5673828125,0.0012021223083138466,0.07872068881988525,0.0006076923076923077
23,0.13703285712564456,0.028803227400907065,0.003967374686613913,0.15226871507863204,0.02870845627039671,0.004738649437204003,1334,150,416.4590353392996,19.822489138226956,3.2031962013098285,7.567162678411078,0.11409428715705872,0.03067724220454693,0.2828637361526489,0.3033156096935272,6.123366832733154,1540.15625,0.001208984642289579,0.07881470769643784,0.0006307692307692309
24,0.13010079986688078,0.02835916940994125,0.00366542786164307,0.16838972975810368,0.03383049489309391,0.0050327787909191105,1334,150,415.9247519862838,19.901979979127645,3.2073109225391616,7.5369385436682,0.1144668236374855,0.030597686767578125,0.28469300270080566,0.3058723211288452,6.094554901123047,1465.5706787109375,0.0011864231200888753,0.07316342741250992,0.0006538461538461539
25,0.12908703320823062,0.02828624354035913,0.00362200843797043,0.16689675847689311,0.03434956850484014,0.00490602108455884,1334,150,415.6425505639054,19.86523182783276,3.2094885333326726,7.550880920998775,0.1118866577744484,0.031061425805091858,0.2828822731971741,0.29941269755363464,6.1631317138671875,1543.3160400390625,0.0012125857174396515,0.07719653099775314,0.000676923076923077
26,0.12367950334050308,0.027082035081346576,0.003472125292979069,0.14445033580064773,0.029229114924867947,0.004296150439186022,1334,150,416.56636480614543,19.764697443693876,3.2023708890197944,7.5892889545779,0.11000550538301468,0.031113171949982643,0.2731746733188629,0.2960812747478485,6.161868572235107,1439.0501708984375,0.001246265135705471,0.06909734010696411,0.0007
27,0.12215967764561322,0.0275592177392806,0.0033485186007013476,0.14773906255761782,0.03052648164331913,0.004330766958883032,1334,150,417.4027150562033,19.771471220068634,3.195954295171216,7.586688837184029,0.11196562647819519,0.03211837634444237,0.28501901030540466,0.3012678623199463,6.12787389755249,1426.0361328125,0.0011311267735436559,0.07076120376586914,0.0007230769230769231
28,0.11548854177747889,0.026789854336502043,0.003092008539701699,0.19165555380284785,0.03940669349084298,0.005638337766285985,1334,150,417.8244618480094,19.728074579965323,3.1927283388335095,7.603377582135218,0.09404022246599197,0.03108786605298519,0.21419194340705872,0.2670648992061615,6.535599231719971,1751.3526611328125,0.0011425816919654608,0.07541064918041229,0.0007461538461538462
29,0.11365878996418334,0.026267553716646633,0.0030528297017323553,0.12989391307036083,0.028225241843611002,0.003668881771154702,1334,150,416.84243726497516,19.765512202866375,3.2002499763526076,7.588976114580382,0.1091839149594307,0.03116374835371971,0.2766708731651306,0.2998267710208893,6.045340061187744,1311.078369140625,0.0011674751294776797,0.06579328328371048,0.0007692307692307692
30,0.10860149692771942,0.02564696788109247,0.0028621084041086427,0.1427725524455309,0.03069937146579226,0.0040653402059494205,1334,150,416.6721972860396,19.77736850688234,3.2015575041697053,7.58442661104289,0.10535979270935059,0.03125881403684616,0.26249396800994873,0.29045990109443665,6.152967929840088,1383.9327392578125,0.0011998399859294295,0.06700628250837326,0.0007923076923076924
31,0.1071731632957975,0.02497534236816251,0.0028578933556202865,0.13351159304380417,0.028006682290385165,0.0038716891155733415,1334,150,416.91354150278494,19.80073880124837,3.199704176533899,7.575474910589851,0.1044507697224617,0.031341567635536194,0.25861838459968567,0.2894197404384613,6.170524597167969,1359.290283203125,0.0012861647410318255,0.06444492191076279,0.0008153846153846154
32,0.10598523927659824,0.024993078279095342,0.0027967817656646275,0.13195425555109977,0.02890355891858538,0.003704338426856945,1334,150,416.3138121580705,19.771322038024664,3.2043135755810392,7.586746081598212,0.10540538281202316,0.030979780480265617,0.26240772008895874,0.29202374815940857,6.100119113922119,1263.0941162109375,0.0012060815934091806,0.060369789600372314,0.0008384615384615385
33,0.09982577033028163,0.02426724069971016,0.0025615176092196224,0.12816234042247138,0.030598123905559382,0.0033453169313725083,1334,150,416.7128296159208,19.74659691704437,3.2012453305782107,7.596245602731009,0.1028519868850708,0.031242601573467255,0.25238972902297974,0.2874775826931,6.157316207885742,1282.43994140625,0.0012675282778218389,0.059756070375442505,0.0008615384615384615
34,0.09715192842630968,0.024489185330911777,0.0024056590191539615,0.13086039558053017,0.029928959452857572,0.003547063924682637,1334,150,416.77091611828655,19.811000442132354,3.2007991642617126,7.5715509894691,0.1081710159778595,0.03103877790272236,0.26297086477279663,0.2970811724662781,6.035213470458984,1248.087158203125,0.0012088032672181726,0.06119703873991966,0.0008846153846153846
35,0.09628373473279479,0.02391724233100864,0.0024195270107729527,0.11981198906898499,0.0278580173663795,0.003201816474320367,1334,150,417.71426553605124,19.783976873848587,3.19357060570599,7.581893213708575,0.1037851944565773,0.030228925868868828,0.2524751126766205,0.2935641407966614,6.0423665046691895,1218.435302734375,0.0011554904049262404,0.05962654948234558,0.0009076923076923077
36,0.0913671048070448,0.02296631611783108,0.0022688621681156,0.17678143012026945,0.030422800034284592,0.005793797651228185,1334,150,416.5979156862013,19.785778196062893,3.20212835871417,7.581202948582938,0.10106159001588821,0.030763624235987663,0.24617837369441986,0.28588783740997314,6.170341968536377,1316.5924072265625,0.0013330591609701514,0.059878360480070114,0.0009307692307692309
37,0.09386950038440492,0.023223722347294327,0.002368280466293743,0.14859639463325341,0.028661800387005013,0.0045607627644979705,1334,150,416.57311604497954,19.798880349844694,3.2023189894375257,7.576185993829526,0.10364272445440292,0.03071565367281437,0.25568413734436035,0.29517409205436707,6.016698837280273,1191.9425048828125,0.0011712164850905538,0.057537972927093506,0.0009538461538461539
38,0.08991538565131142,0.0224763547151309,0.0022453414216681944,0.11093115953107675,0.027479376985381047,0.002795967075508088,1334,150,416.21737066982314,19.827684378717095,3.205056045241887,7.565179934022402,0.10250291228294373,0.031014155596494675,0.2514788508415222,0.28961294889450073,6.040621280670166,1134.60009765625,0.00121907121501863,0.05306622385978699,0.0009769230769230768
39,0.08656839092822,0.022004205032602243,0.0021253248162737266,0.10848960213363171,0.02624322520568967,0.002797474298470964,1334,150,417.4917854880914,19.791775700636208,3.1952724493499076,7.578905615587501,0.10272559523582458,0.030471038073301315,0.24914848804473877,0.2944926917552948,5.99185037612915,1124.7987060546875,0.0011525374138727784,0.053665757179260254,0.001
