epoch,train_L_total,train_L_rgb,train_L_depth,val_L_total,val_L_rgb,val_L_depth,train_steps,val_steps,train_seconds,val_seconds,train_it_per_s,val_it_per_s,psf_peak_mean,psf_peak_min,psf_peak_max,psf_center_3x3_mass_mean,psf_entropy_mean,psf_second_moment_mean
12,0.1383199739776764,0.03331684805117715,0.0035843139009831566,0.15264689095318318,0.03387901820242405,0.00424444277305156,1334,150,600.3319450388663,26.46800591936335,2.2221039726840375,5.667219527492384,0.7281405329704285,0.004030271433293819,0.9999936819076538,0.7247188687324524,2.3488972187042236,2036.0552978515625
13,0.131319433554024,0.03280681590556629,0.0032852900882877796,0.29500736797849336,0.03853057532260815,0.010897310893827429,1334,150,603.6557662216946,26.40558442985639,2.2098687275855227,5.680616552853013,0.7245939373970032,0.0030790972523391247,0.9999964237213135,0.722376823425293,2.3525123596191406,1989.2255859375
14,0.12516693045654664,0.03169020315467462,0.003089326212853382,0.17588591846326987,0.03459093854452173,0.005335202074687307,1334,150,601.8917108001187,26.625656662974507,2.2163455253880477,5.6336638716065615,0.7228404879570007,0.00305001437664032,0.9999979734420776,0.7212671637535095,2.3658246994018555,1985.8740234375
15,0.12242784460020745,0.03193941662601869,0.0029274505661954792,0.18088565997779368,0.035530412072936696,0.00549124171375297,1334,150,604.0580638139509,26.552663242910057,2.2083969735910527,5.6491508451624775,0.7246631979942322,0.0034102746285498142,0.9999988079071045,0.7235314846038818,2.3462507724761963,1958.4036865234375
16,0.11590128070556152,0.030476718796123896,0.0027473921510099463,0.2551508436600367,0.039886280881861844,0.008768914093573887,1334,150,602.6294060922228,26.618886238895357,2.2136324356462826,5.635096775041658,0.7182693481445312,0.002834052313119173,0.9999991655349731,0.7167396545410156,2.3810126781463623,1916.4462890625
17,0.11183267089257623,0.029191944057699936,0.002672439145770432,0.18588379328449567,0.03538229351863265,0.005755960225360468,1334,150,601.3448296762072,26.5435707308352,2.2183611368510303,5.651085964321584,0.7198140025138855,0.002869925694540143,0.9999996423721313,0.719097375869751,2.360219717025757,1885.806640625
18,0.10906831139623226,0.029130593421862,0.0025403562335334466,0.2727771798769633,0.037352205806722244,0.009903638386555638,1334,150,601.1490657110699,26.530217894818634,2.219083545313468,5.6539301936639985,0.7135297656059265,0.002510542282834649,0.9999997615814209,0.7142863273620605,2.391416549682617,1858.81396484375
19,0.10781774239271119,0.028699281905404946,0.0025209589272100798,0.1357436010489861,0.03358608223497868,0.003428571846258516,1334,150,602.8277808031999,26.60611769091338,2.2129039876407086,5.63780111561442,0.7103111743927002,0.002652345225214958,0.9999998807907104,0.7130036354064941,2.4085922241210938,1855.91552734375
20,0.10383913789441561,0.02854245474333058,0.002337711423913344,0.17094664330283801,0.0343398942053318,0.005113342747984764,1334,150,602.7222279389389,26.664738012943417,2.213291526615385,5.6254068548203255,0.707221508026123,0.0024204947985708714,0.9999998807907104,0.7108408808708191,2.4193570613861084,1849.8719482421875
21,0.10170182458095733,0.028114783784969413,0.002273612854539066,0.18659942172467708,0.03892409568031629,0.00543756147303308,1334,150,601.3428515028208,26.52000124938786,2.218368434356856,5.656108330819265,0.7052912712097168,0.002617255551740527,0.9999998807907104,0.710935652256012,2.4180562496185303,1796.705078125
22,0.09839893247502139,0.026882059582421135,0.002231740665805667,0.21930748323599497,0.034302167259156705,0.007535157500921438,1334,150,600.5316313058138,26.468827908858657,2.221365087962662,5.6670435319804096,0.7051935195922852,0.002569611184298992,1.0,0.7112273573875427,2.4147756099700928,1780.3668212890625
23,0.09918462619118426,0.02705004573150397,0.0022542267329006484,0.15980670409897962,0.040201472795257966,0.003970187910599634,1334,150,600.7476673726924,26.548717030324042,2.2205662584327803,5.64999053734572,0.698463499546051,0.003013123758137226,1.0,0.7073373794555664,2.4465088844299316,1781.1343994140625
24,0.09586317069839681,0.026842988215560006,0.0021088597165927502,0.1347171473999818,0.03385499141489466,0.0033503582382885116,1334,150,601.9800827442668,26.396130802109838,2.216020161196446,5.68265103414363,0.6971249580383301,0.002751654013991356,1.0,0.7076985836029053,2.437941789627075,1750.96337890625
25,0.09151142134960892,0.02609339589951211,0.0019662314738596214,0.13925359363357226,0.037827543827394644,0.0031799252699905387,1334,150,598.688230948057,26.509753133170307,2.2282048168669273,5.658294864025446,0.6971290111541748,0.0033985017798841,1.0,0.7075871825218201,2.4309980869293213,1708.6566162109375
26,0.08864836996306723,0.025517070664210186,0.0018807114417855998,0.17083184055984021,0.03588765215749542,0.004952826801454649,1334,150,602.3129864698276,26.399711765814573,2.2147953472140944,5.681880216368025,0.6974973678588867,0.0038208330515772104,1.0,0.7080497145652771,2.4213569164276123,1666.7825927734375
27,0.08715899665372215,0.025117294931982545,0.001846220341425199,0.15138069592416287,0.03348358723645409,0.004220676028247302,1334,150,603.7116119470447,26.56055278982967,2.2096643059385337,5.647472821327598,0.692742645740509,0.0034425845369696617,1.0,0.7049713730812073,2.437326192855835,1648.8277587890625
28,0.0854053935357209,0.025092567209673785,0.0017610129580789035,0.12783087730407716,0.03171524769316117,0.0032200190983712675,1334,150,602.8127988777123,26.466301473788917,2.2129589857474437,5.667584499804535,0.6938014626502991,0.003555223811417818,1.0,0.7076095938682556,2.424358606338501,1634.4837646484375
29,0.08274454870882599,0.02434430402393608,0.0017027970299976802,0.11521579104165236,0.03186182219535112,0.002574607338368272,1334,150,600.9272264600731,26.500844673253596,2.2199027457256237,5.660196942755938,0.690342128276825,0.002908112946897745,1.0,0.7054359316825867,2.4301021099090576,1588.3189697265625
30,0.08611257735924653,0.02437910808088339,0.0018677180634257893,0.17691513491173586,0.033533941904703775,0.005492362568814618,1334,150,602.4612163747661,26.56252917693928,2.2142504176902467,5.6470526206602765,0.6863430142402649,0.0030972370877861977,1.0,0.7026525139808655,2.4502742290496826,1610.5609130859375
31,0.07860573504896447,0.02328892052801943,0.001601394698324172,0.1199242269496123,0.031236894677082697,0.002872521866617414,1334,150,601.9483805629425,26.615999094676226,2.216136869996132,5.635708036599807,0.6865233778953552,0.00349692371673882,1.0,0.7047121524810791,2.433556079864502,1555.6666259765625
32,0.07870859945000246,0.023927553871372853,0.0015426745858035404,0.13894503347575665,0.03312807886550824,0.0036344437739656617,1334,150,602.4290919499472,26.541567175649107,2.2143684922022913,5.651512550382457,0.6833752989768982,0.003992747515439987,1.0,0.7026658654212952,2.4396514892578125,1533.9521484375
33,0.07810676219067474,0.023064939378491273,0.0015988441729499934,0.1105469306310018,0.03145657131448388,0.002381689391137722,1334,150,602.7040789020248,26.708644018042833,2.2133581747616713,5.616159319008055,0.6853119730949402,0.004392960574477911,1.0,0.7044930458068848,2.420295476913452,1508.1697998046875
34,0.07459418307096213,0.02320282873830226,0.001409426282780982,0.12827108783026536,0.034082749485969545,0.0030052794486982747,1334,150,601.2422856227495,26.65410014614463,2.2187394863923804,5.6276520001631605,0.6834879517555237,0.00394371896982193,1.0,0.7042460441589355,2.4273033142089844,1509.4644775390625
35,0.07661362184488077,0.023621431516268398,0.0014685379445137081,0.11903101362287999,0.03331661976252993,0.0026198887130400787,1334,150,605.0903645129874,26.696997551247478,2.204629387998406,5.618609347813755,0.6829633116722107,0.0035840028431266546,1.0,0.7048771381378174,2.408686876296997,1483.8585205078125
36,0.07172276170413265,0.022438390983332848,0.0013422989872485997,0.13597693502902986,0.034177031603952246,0.0033811435933845738,1334,150,603.2067712708376,26.565045482013375,2.2115136360116203,5.646517718238495,0.6799435019493103,0.0038537082727998495,1.0,0.7048502564430237,2.4137790203094482,1435.4644775390625
37,0.07172627645409269,0.022049899427345893,0.0013813238810303494,0.11604923369983831,0.0308898427678893,0.0027134774058746795,1334,150,603.3337865378708,26.644204226322472,2.211048062888926,5.629742165532993,0.6816586852073669,0.003739100182428956,1.0,0.7074461579322815,2.389303207397461,1423.68896484375
38,0.0751692253643873,0.022442093868132517,0.001514251886035673,0.1118619430065155,0.03257159508764744,0.0023359376584024477,1334,150,602.1149881202728,26.68394457222894,2.2155236563111975,5.621357801653923,0.6775772571563721,0.003563273698091507,1.0,0.7011241912841797,2.426743268966675,1472.2491455078125
39,0.06856545524579519,0.02119585833857129,0.0013086869313910106,0.11437996956209341,0.03210669721166293,0.0025083287756812447,1334,150,604.2294780509546,26.58495279075578,2.2077704720780007,5.642289500403347,0.6796295046806335,0.0038617351092398167,1.0,0.7037903666496277,2.3941409587860107,1411.3507080078125
